,Year,Month,Activity,Type,Fatal
2323,1972,Jan,Swimming,Unprovoked,1
2324,1972,Jun,Surfing,Unprovoked,0
2325,1972,Mar,Fishing,Provoked,0
2326,1972,Mar,Spearfishing,Unprovoked,0
2327,1972,May,Free diving for abalone,Unprovoked,0
2328,1972,May,Spearfishing,Unprovoked,0
2329,1972,Oct,Scuba diving,Unprovoked,1
2330,1972,Oct,Spearfishing,Unprovoked,0
2331,1972,Oct,Surfing,Unprovoked,0
2332,1972,Oct,Surfing,Unprovoked,0
2333,1972,Oct,Swimming,Unprovoked,0
2334,1972,Sep,Surfing,Unprovoked,0
2335,1972,Unknown,"Free diving, collecting shells",Unprovoked,0
2336,1972,Unknown,Swimming,Unprovoked,0
2337,1973,Apr,Wading,Unprovoked,1
2338,1973,Aug,Crabbing (spearing crabs),Unprovoked,0
2339,1973,Aug,Surfing,Unprovoked,0
2340,1973,Dec,Spearfishing,Unprovoked,0
2341,1973,Dec,Swimming,Unprovoked,1
2342,1973,Dec,Swimming,Unprovoked,0
2343,1973,Dec,Swimming ,Unprovoked,1
2344,1973,Dec,Swimming alongside yacht Mexico Fiesta,Unprovoked,1
2345,1973,Feb,Swimming,Unprovoked,1
2346,1973,Jan,Fishing from paddleski,Provoked,0
2347,1973,Jan,Surfing,Unprovoked,0
2348,1973,Jun,Freedom Swimming,Unprovoked,0
2349,1973,Mar,Spearfishing,Unprovoked,1
2350,1973,Mar,Spearfishing,Unprovoked,0
2351,1973,Nov,Surfing,Unprovoked,0
2352,1973,Sep,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,Unprovoked,1
2353,1973,Sep,"Free diving, Spearfishing",Unprovoked,0
2354,1973,Sep,"Free diving, Spearfishing",Unprovoked,1
2355,1973,Sep,Freedom Swimming,Unprovoked,1
2356,1973,Unknown,Scuba diving & U/W photography,Unprovoked,0
2357,1973,Unknown,Scuba diving (submerged),Unprovoked,0
2358,1973,Unknown,Surfing,Unprovoked,0
2359,1974,Apr,Fishing boat swamped in a storm,Unprovoked,1
2360,1974,Apr,Spearfishing,Unprovoked,0
2361,1974,Apr,Standing,Unprovoked,0
2362,1974,Apr,Surfing,Unprovoked,0
2363,1974,Apr,Swimming,Unprovoked,0
2364,1974,Aug,Freedom Swimming,Unprovoked,0
2365,1974,Aug,Freedom swimming,Unprovoked,1
2366,1974,Aug,Freedom swimming,Unprovoked,0
2367,1974,Aug,Freedom swimming,Unprovoked,0
2368,1974,Aug,Surfing,Unprovoked,0
2369,1974,Feb,Fishing for kob,Unprovoked,0
2370,1974,Feb,Fishing for red fish,Unprovoked,0
2371,1974,Feb,Swimming,Unprovoked,0
2372,1974,Feb,Swimming,Unprovoked,0
2373,1974,Jan,Diving for abalone,Unprovoked,1
2374,1974,Jan,Sitting,Unprovoked,0
2375,1974,Jan,Swimming,Unprovoked,0
2376,1974,Jan,Swimming,Unprovoked,1
2377,1974,Jul,Adrift after the sinking of the motor yacht Princess Dianne,Unprovoked,1
2378,1974,Jul,Free diving for abalone (submerged),Unprovoked,0
2379,1974,Jul,Swimming,Unprovoked,1
2380,1974,Jun,Swimming,Unprovoked,0
2381,1974,Mar,Fishing for kob,Unprovoked,0
2382,1974,Mar,Surfing,Unprovoked,0
2383,1974,May,Free diving (but on surface),Unprovoked,0
2384,1974,Nov,Standing,Unprovoked,0
2385,1974,Sep,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,Unprovoked,0
2386,1974,Sep,Hookah diving for abalone,Unprovoked,0
2387,1974,Sep,Scuba diving (but on surface),Unprovoked,0
2388,1974,Sep,Scuba diving (but on surface),Unprovoked,0
2389,1974,Sep,Surfing,Unprovoked,0
2390,1974,Sep,Surfing,Unprovoked,0
2391,1974,Sep,Swimming,Unprovoked,0
2392,1974,Summer,Spearfishing,Unprovoked,0
2393,1975,,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,Provoked,0
2394,1975,Apr,Spearfishing Competition,Unprovoked,0
2395,1975,Aug,Floating on a small orange raft ,Unprovoked,0
2396,1975,Aug,Free diving for abalone,Unprovoked,0
2397,1975,Aug,Freedom swimming,Unprovoked,0
2398,1975,Aug,Surfing,Unprovoked,0
2399,1975,Dec,Attempting to drive shark away from the beach,Unprovoked,0
2400,1975,Dec,Filming & feeding captive sharks,Provoked,0
2401,1975,Dec,Scuba diving & spearfishing,Unprovoked,0
2402,1975,Feb,Crayfishing,Unprovoked,0
2403,1975,Feb,Fishing,Provoked,0
2404,1975,Feb,Surfing,Unprovoked,0
2405,1975,Feb,Swimming underwater from crayfish cage to a fishing bait,Unprovoked,1
2406,1975,Jan,Surfing,Unprovoked,1
2407,1975,Jul,Hookah diving for abalone,Unprovoked,0
2408,1975,Jul,Scuba diving for abalone,Unprovoked,1
2409,1975,Jul,Scuba diving for abalone (at surface),Unprovoked,0
2410,1975,Jul,Sea disaster,Unprovoked,1
2411,1975,Jul,Spearfishing,Provoked,0
2412,1975,Jul,Surfing,Unprovoked,0
2413,1975,Jul,Surfing,Unprovoked,0
2414,1975,Jul,Swimming,Unprovoked,0
2415,1975,Jun,Standing,Unprovoked,0
2416,1975,Jun,Surfing,Unprovoked,0
2417,1975,Jun,Swimming ,Unprovoked,0
2418,1975,Jun,Swimming near his boat,Unprovoked,0
2419,1975,Mar,Attempting to drag hooked shark ashore by its tail,Provoked,0
2420,1975,Mar,Diving & force-feeding the shark,Provoked,0
2421,1975,Mar,Ferry capsized,Unprovoked,1
2422,1975,Mar,Floating in inner tube,Unprovoked,0
2423,1975,May,Bathing,Unprovoked,0
2424,1975,May,Surfing,Unprovoked,0
2425,1975,Nov,Standing,Unprovoked,0
2426,1975,Nov,Standing,Unprovoked,0
2427,1975,Nov,Surfing,Unprovoked,0
2428,1975,Oct,Surfing,Unprovoked,0
2429,1975,Sep,Paddleskiing,Unprovoked,0
2430,1975,Unknown,Scuba diving,Invalid,1
2431,1975,Unknown,Spearfishing,Unprovoked,0
2432,1976,Aug,Surfing,Unprovoked,0
2433,1976,Aug,"Surfing, fell off surfboard",Unprovoked,0
2434,1976,Dec,Hookah diving for abalone (submerged),Unprovoked,0
2435,1976,Feb,Shark watching,Unprovoked,0
2436,1976,Jan,Fishing for snoek & yellowtail,Provoked,0
2437,1976,Jan,Shark fishing,Provoked,0
2438,1976,Jan,Spearfishing,Unprovoked,1
2439,1976,Jan,Spearfishing / scuba diving,Unprovoked,0
2440,1976,Jul,Playing,Unprovoked,0
2441,1976,Jul,Scuba diving,Unprovoked,1
2442,1976,Jul,Spearfishing,Unprovoked,0
2443,1976,Jul,Spearfishing,Unprovoked,0
2444,1976,Jun,Fishing,Provoked,0
2445,1976,Jun,Sitting in bow of her father's 5 m boat,Unprovoked,0
2446,1976,Jun,Skindiving,Unprovoked,0
2447,1976,Jun,Swimming,Unprovoked,0
2448,1976,Mar,Fishing,Unprovoked,0
2449,1976,Mar,Standing,Unprovoked,0
2450,1976,May,Competing in a light tackle game fishing,Unprovoked,0
2451,1976,Nov,Fishing for white shark,Provoked,0
2452,1976,Nov,Surfing,Unprovoked,0
2453,1976,Nov,"Thrashing the water / imitating the shark victim from ""Jaws""",Unprovoked,0
2454,1976,Oct,Boat,Unprovoked,0
2455,1976,Oct,Surfing,Unprovoked,0
2456,1976,Oct,Surfing,Unprovoked,0
2457,1976,Sep,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",Unprovoked,1
2458,1976,Sep,Shipwreck,Unprovoked,0
2459,1976,Sep,"Skindiving,",Unprovoked,0
2460,1976,Sep,Surfing,Unprovoked,0
2461,1976,Sep,Swimming,Unprovoked,1
2462,1976,Unknown,Scuba diving,Unprovoked,1
2463,1977,Apr,Swimming,Unprovoked,0
2464,1977,Aug,Fishing,Unprovoked,0
2465,1977,Aug,Floating on an inflatable raft,Unprovoked,1
2466,1977,Aug,Free diving for abalone (surfacing),Unprovoked,0
2467,1977,Aug,Surfing,Unprovoked,0
2468,1977,Dec,Fishing for bottom fish,Unprovoked,0
2469,1977,Dec,Surfing,Unprovoked,0
2470,1977,Dec,Surfing,Unprovoked,0
2471,1977,Dec,"Swimming, after single-engine aircraft went down in the sea",Unprovoked,0
2472,1977,Feb,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",Unprovoked,0
2473,1977,Jan,Swimming,Unprovoked,1
2474,1977,Jul,40' fishing boat sank,Unprovoked,0
2475,1977,Jun,Collecting fish from net,Unprovoked,0
2476,1977,Jun,Spearfishing / Scuba diving,Provoked,0
2477,1977,Mar,Swimming,Unprovoked,0
2478,1977,Mar,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Unprovoked,0
2479,1977,Mar,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Unprovoked,1
2480,1977,May,Fishing for yellowtail,Unprovoked,0
2481,1977,Nov,Standing,Provoked,0
2482,1977,Oct,Spearfishing,Unprovoked,0
2483,1978,Apr,Diving,Unprovoked,0
2484,1978,Apr,Diving,Unprovoked,0
2485,1978,Apr,Scuba diving,Unprovoked,0
2486,1978,Aug,Floating on inner tube raft,Unprovoked,0
2487,1978,Aug,Wading,Unprovoked,0
2488,1978,Dec,Spearfishing,Unprovoked,1
2489,1978,Feb,Diving,Unprovoked,0
2490,1978,Feb,Fishing for mackerel,Unprovoked,0
2491,1978,Jan,Surfing,Unprovoked,0
2492,1978,Jul,"Explosion destroyed 28' boat, survivors in the water ",Unprovoked,0
2493,1978,Jul,Fishing,Provoked,0
2494,1978,Jun,Surfing,Unprovoked,0
2495,1978,Jun,Surfing,Unprovoked,0
2496,1978,Nov,Surfing,Unprovoked,0
2497,1978,Nov,Surfing,Unprovoked,0
2498,1978,Sep,Diving,Unprovoked,0
2499,1978,Sep,Scuba diving for abalone,Unprovoked,0
2500,1978,Sep,Spearfishing,Unprovoked,0
2501,1978,Unknown,Surfing,Unprovoked,0
2502,1978,Unknown,Swimming,Unprovoked,1
2503,1979,Apr,Body surfing,Unprovoked,0
2504,1979,Apr,Swimming,Unprovoked,0
2505,1979,Aug,Freedom swimming,Unprovoked,1
2506,1979,Aug,Kayaking,Unprovoked,0
2507,1979,Aug,Murdered by Thai pirates,Unprovoked,1
2508,1979,Dec,Diving,Unprovoked,0
2509,1979,Dec,Spearfishing,Invalid,1
2510,1979,Dec,Swimming,Unprovoked,0
2511,1979,Feb,"Surfing, collided with shark",Unprovoked,0
2512,1979,Jun,Floating with life preserver after his boat foundered,Unprovoked,0
2513,1979,Mar,Scuba diving (submerged),Unprovoked,0
2514,1979,Mar,Spearfishing,Unprovoked,1
2515,1979,Mar,Surfing,Unprovoked,0
2516,1979,May,Fishing,Unprovoked,0
2517,1979,May,Scuba diving,Unprovoked,1
2518,1979,May,Spearfishing,Provoked,0
2519,1979,Nov,Shark fishing,Provoked,0
2520,1979,Nov,Surfing,Unprovoked,0
2521,1979,Oct,Fishing,Provoked,0
2522,1979,Sep,Scuba diving,Unprovoked,0
2523,1979,Unknown,Fishing,Unprovoked,1
2524,1980,30,Paddleskiing,Unprovoked,0
2525,1980,Apr,Body surfing,Unprovoked,0
2526,1980,Apr,Sinking of the ferryboat Don Juan,Unprovoked,1
2527,1980,Apr,Spearfishing,Provoked,0
2528,1980,Aug,Diving in tuna net,Unprovoked,1
2529,1980,Aug,Resting on body board,Unprovoked,0
2530,1980,Aug,Wading,Unprovoked,0
2531,1980,Jan,Body boarding,Unprovoked,0
2532,1980,Jan,Hookah Diving,Unprovoked,1
2533,1980,Jan,Spearfishing,Unprovoked,0
2534,1980,Jan,Spearfishing,Provoked,0
2535,1980,Jan,Swimming,Unprovoked,0
2536,1980,Jan,Swimming,Unprovoked,0
2537,1980,Jul,Body surfing,Unprovoked,0
2538,1980,Jul,Skin diving,Unprovoked,0
2539,1980,Jul,Standing,Unprovoked,0
2540,1980,Jul,Surfing,Unprovoked,0
2541,1980,Jul,Surfing,Unprovoked,0
2542,1980,Jun,Scuba diving,Provoked,0
2543,1980,Mar,Fishing,Provoked,0
2544,1980,Mar,Free diving,Unprovoked,1
2545,1980,Mar,Sinking of the ferryboat Bongbong 1,Unprovoked,1
2546,1980,Mar,Swimming,Unprovoked,0
2547,1980,May,Surfing,Unprovoked,0
2548,1980,Nov,Spearfishing,Unprovoked,0
2549,1980,Nov,Swimming,Unprovoked,0
2550,1980,Nov,Swimming,Unprovoked,1
2551,1980,Oct,Surfing,Unprovoked,0
2552,1980,Oct,Surfing,Unprovoked,0
2553,1980,Summer,Gaffing netted shark,Provoked,0
2554,1981,Aug,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",Unprovoked,1
2555,1981,Aug,Diving,Unprovoked,0
2556,1981,Aug,Snorkeling on surface,Unprovoked,0
2557,1981,Aug,Spearfishing,Provoked,0
2558,1981,Aug,Surfing,Unprovoked,0
2559,1981,Dec,"Spearfishing, but swimming on surface",Unprovoked,0
2560,1981,Dec,Surfing,Unprovoked,1
2561,1981,Feb,Exercising his dog in the shallows,Unprovoked,0
2562,1981,Feb,Spearfishing,Unprovoked,0
2563,1981,Feb,Surfing,Unprovoked,0
2564,1981,Feb,Swimming,Unprovoked,0
2565,1981,Jan,Commercial spearfishing,Unprovoked,0
2566,1981,Jul,Catching sardines,Unprovoked,0
2567,1981,Jul,Spearfishing,Unprovoked,0
2568,1981,Jul,Surfing,Unprovoked,0
2569,1981,Jul,Swimming,Unprovoked,0
2570,1981,Jun,Fishing,Unprovoked,0
2571,1981,Mar,Foundering of the Israeli freighter Mezada,Unprovoked,0
2572,1981,Mar,Free diving Spearfishing,Unprovoked,0
2573,1981,Mar,Standing / Wading,Unprovoked,0
2574,1981,Mar,Surfing,Unprovoked,0
2575,1981,May,Diving,Unprovoked,0
2576,1981,May,Finning the shark that bit him,Provoked,0
2577,1981,May,Free diving,Unprovoked,0
2578,1981,May,"Scuba diving, reportedly also spearfishing",Unprovoked,1
2579,1981,May,Shell diving,Unprovoked,1
2580,1981,May,Surfing,Unprovoked,0
2581,1981,May,Surfing,Unprovoked,0
2582,1981,May,Surfing,Unprovoked,0
2583,1981,Nov,Diving to untangle a crab trap line from boat's propeller,Unprovoked,0
2584,1981,Nov,Spearfishing,Unprovoked,0
2585,1981,Oct,Inspecting teeth of supposedly dead (hooked & shot) shark,Provoked,0
2586,1981,Oct,Surfing,Unprovoked,0
2587,1981,Oct,Surfing,Unprovoked,0
2588,1981,Oct,Swimming,Unprovoked,0
2589,1981,Sep,Surfing,Unprovoked,0
2590,1981,Sep,Surfing,Unprovoked,0
2591,1981,Sep,Surfing,Unprovoked,0
2592,1981,Sep,Surfing,Unprovoked,0
2593,1981,Sep,Swimming,Unprovoked,1
2594,1981,Unknown,Surf-skiing,Unprovoked,0
2595,1981,of,"Free diving / spearfishing, ",Unprovoked,0
2596,1982,Aug,Swimming,Unprovoked,0
2597,1982,Aug,Windsurfing,Unprovoked,0
2598,1982,Feb,Diving,Unprovoked,1
2599,1982,Feb,Fishing,Provoked,0
2600,1982,Feb,Scuba diving (submerged),Unprovoked,0
2601,1982,Feb,Spearfishing,Unprovoked,1
2602,1982,Feb,Surfing,Unprovoked,0
2603,1982,Feb,Swimming,Unprovoked,0
2604,1982,Feb,Swimming,Unprovoked,1
2605,1982,Feb,Wading,Unprovoked,0
2606,1982,Jan,Swimming,Unprovoked,0
2607,1982,Jul,Paddle Boarding,Unprovoked,0
2608,1982,Jul,Paddleskiing,Unprovoked,0
2609,1982,Jul,Swimming,Unprovoked,0
2610,1982,Jul,Swimming,Unprovoked,0
2611,1982,Jun,"Sailboarding, fell into water 100 yards outside the breakwater",Unprovoked,0
2612,1982,Jun,Spearfishing ,Unprovoked,0
2613,1982,Jun,Surfing,Unprovoked,1
2614,1982,Jun,Swimming,Unprovoked,0
2615,1982,Mar,Spearfishing,Unprovoked,0
2616,1982,Mar,Surfing,Unprovoked,0
2617,1982,Mar,Surfing,Unprovoked,1
2618,1982,Nov,In waist-deep water,Unprovoked,0
2619,1982,Oct,Windsurfing,Unprovoked,0
2620,1982,Sep,Diving,Unprovoked,0
2621,1982,Sep,Free diving for abalone from Zodiac (submerged),Unprovoked,0
2622,1982,Sep,Surfing,Unprovoked,0
2623,1982,Sep,Surfing,Unprovoked,0
2624,1982,Sep,Surfing,Unprovoked,0
2625,1982,Unknown,Fishing on a boat,Unprovoked,0
2626,1983,,Swimming,Unprovoked,0
2627,1983,Apr,Fishing,Unprovoked,0
2628,1983,Apr,Surfing,Unprovoked,0
2629,1983,Aug,Diving,Unprovoked,0
2630,1983,Aug,Fishing,Unprovoked,0
2631,1983,Aug,Skindiving,Provoked,0
2632,1983,Aug,Spearfishing,Unprovoked,0
2633,1983,Aug,Surfing,Unprovoked,0
2634,1983,Aug,Swimming,Unprovoked,0
2635,1983,Dec,Scuba diving for abalone,Unprovoked,0
2636,1983,Dec,Surfing,Unprovoked,0
2637,1983,Dec,Swimming,Unprovoked,0
2638,1983,Dec,Swimming,Unprovoked,0
2639,1983,Feb,Paddleskiing,Unprovoked,0
2640,1983,Jan,Fishing,Provoked,0
2641,1983,Jan,Spearfishing,Unprovoked,0
2642,1983,Jan,Windsurfing,Unprovoked,0
2643,1983,Jul,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,Unprovoked,0
2644,1983,Jul,Floating on air mattress,Unprovoked,0
2645,1983,Jul,Spearfishing,Unprovoked,0
2646,1983,Jul,Surfing,Unprovoked,0
2647,1983,Jul,Swimming from the New Venture ,Unprovoked,1
2648,1983,Jul,Swimming from the New Venture ,Unprovoked,1
2649,1983,Jul,Windsurfing,Unprovoked,0
2650,1983,Jun,Spearfishing,Unprovoked,1
2651,1983,Jun,Surfing & dangling foot in water amid baitfish,Unprovoked,0
2652,1983,Jun,Swimming,Unprovoked,0
2653,1983,June,Spearfishing,Unprovoked,0
2654,1983,Mar,Spearfishing,Unprovoked,0
2655,1983,Mar,Surfing,Unprovoked,0
2656,1983,Mar,Surfing,Unprovoked,0
2657,1983,May,Surfing,Unprovoked,0
2658,1983,May,Surfing,Unprovoked,0
2659,1983,May,Water-skiing,Unprovoked,0
2660,1983,Nov,Ferry boat sank,Unprovoked,0
2661,1983,Nov,Surfing,Unprovoked,0
2662,1983,Oct,Surfing,Unprovoked,0
2663,1983,Oct,Wading,Unprovoked,0
2664,1983,Sep,Standing,Unprovoked,0
2665,1983,Unknown,Fishing,Provoked,0
2666,1983,Unknown,Ran into the water,Unprovoked,1
2667,1984,Aug,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",Unprovoked,1
2668,1984,Dec,Boat,Unprovoked,0
2669,1984,Feb,Fishing,Provoked,0
2670,1984,Feb,Scuba diving,Provoked,0
2671,1984,Feb,Spearfishing,Unprovoked,0
2672,1984,Jan,Swimming,Unprovoked,0
2673,1984,Jul,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",Unprovoked,0
2674,1984,Jul,Spearfishing,Unprovoked,0
2675,1984,Jul,Swimming,Unprovoked,0
2676,1984,Jul,Swimming,Unprovoked,0
2677,1984,Jun,Surfing,Unprovoked,0
2678,1984,Jun,Swimming,Unprovoked,1
2679,1984,Jun,Towing her sister on plastic ski board,Unprovoked,0
2680,1984,Mar,Rowing,Unprovoked,0
2681,1984,Mar,Surfing,Unprovoked,0
2682,1984,May,Spearfishing,Unprovoked,0
2683,1984,Nov,Sailing on catamaran & fell into the water,Unprovoked,1
2684,1984,Nov,Spearfishing,Provoked,0
2685,1984,Nov,Surfing,Unprovoked,0
2686,1984,Nov,Surfing,Unprovoked,0
2687,1984,Oct,Surfing,Unprovoked,0
2688,1984,Oct,Surfing or body surfing,Unprovoked,0
2689,1984,Sep,"Free diving , but surfacing",Unprovoked,0
2690,1984,Sep,Skindiving,Unprovoked,1
2691,1984,Sep,Spearfishing,Provoked,0
2692,1984,Sep,Surfing,Unprovoked,0
2693,1984,Sep,Surfing,Unprovoked,0
2694,1984,Sep,Surfing (sitting on his board),Unprovoked,0
2695,1984,Sep,Swimming,Unprovoked,0
2696,1984,Sep,Wading,Unprovoked,0
2697,1984,Unknown,Steinhart Aquarium,Provoked,0
2698,1984,Unknown,Surfing,Unprovoked,0
2699,1985,Aug,Wading,Unprovoked,0
2700,1985,Dec,Surfing,Unprovoked,0
2701,1985,Feb,Scuba Diving for lobster (at surface),Unprovoked,0
2702,1985,Feb,Surfing,Unprovoked,0
2703,1985,Jan,Investigating shark sighting,Unprovoked,0
2704,1985,Jan,Spearfishing,Unprovoked,0
2705,1985,Jan,Spearfishing,Unprovoked,0
2706,1985,Jan,Spearfishing,Provoked,0
2707,1985,Jan,Surfing,Unprovoked,0
2708,1985,Jan,Swimming,Unprovoked,0
2709,1985,Jul,Bottom fishing for lingcod & had hooked a fish,Unprovoked,0
2710,1985,Jul,Playing in knee-deep water,Unprovoked,0
2711,1985,Jul,Surfing,Unprovoked,0
2712,1985,Jul,Wading,Unprovoked,0
2713,1985,Mar,Free diving for scallops,Unprovoked,1
2714,1985,Mar,Surfing,Unprovoked,0
2715,1985,May,Spearfishing,Provoked,0
2716,1985,May,"Surfing, but lying prone on his board",Unprovoked,0
2717,1985,Nov,Boat,Unprovoked,0
2718,1985,Nov,Fishing,Provoked,0
2719,1985,Nov,Fishing,Provoked,0
2720,1985,Oct,Body boarding,Unprovoked,0
2721,1985,Oct,Body boarding,Unprovoked,0
2722,1985,Oct,Fishing,Provoked,0
2723,1985,Oct,Floating on inner tube after diving for lobster,Unprovoked,0
2724,1985,Oct,Hookah diving for abalone,Unprovoked,0
2725,1985,Sep,Free diving & spearfishing (descending),Unprovoked,0
2726,1985,Sep,Scuba diving,Unprovoked,0
2727,1985,Unknown,Fishing,Unprovoked,1
2728,1986,Apr,Diving,Unprovoked,0
2729,1986,Apr,"Fishing, fell from rocks & disappeared",Unprovoked,1
2730,1986,Aug,Scuba diving,Unprovoked,0
2731,1986,Aug,Surfing,Unprovoked,0
2732,1986,Dec,Adrift after ditching plane in the sea,Unprovoked,0
2733,1986,Dec,Body boarding,Unprovoked,1
2734,1986,Dec,Free diving  & spearfishing (submerged),Unprovoked,0
2735,1986,Dec,Spearfishing,Unprovoked,0
2736,1986,Dec,Spearfishing,Unprovoked,0
2737,1986,Dec,Surfing,Unprovoked,0
2738,1986,Feb,Spearfishing,Unprovoked,0
2739,1986,Feb,Surfing,Unprovoked,0
2740,1986,Feb,Surfing,Unprovoked,0
2741,1986,Feb,Surfing,Unprovoked,0
2742,1986,Feb,Swimming,Unprovoked,0
2743,1986,Jan,Surfing,Unprovoked,0
2744,1986,Jul,Fishing,Unprovoked,0
2745,1986,Jul,Snorkeling,Unprovoked,0
2746,1986,Jul,Spearfishing,Unprovoked,0
2747,1986,Mar,Surfing,Unprovoked,0
2748,1986,Mar,Treading water,Unprovoked,0
2749,1986,Mar,Windsurfing,Unprovoked,0
2750,1986,May,Scuba diving,Unprovoked,0
2751,1986,May,Shell diving,Unprovoked,1
2752,1986,Nov,Surfing,Unprovoked,0
2753,1986,Nov,Surfing,Unprovoked,0
2754,1986,Nov,Surfing,Unprovoked,0
2755,1986,Oct,NSB Meshing,Provoked,0
2756,1986,Oct,Racing ski,Unprovoked,0
2757,1986,Oct,Surfing,Unprovoked,0
2758,1986,Oct,Swimming,Unprovoked,0
2759,1986,Sep,Surfing,Unprovoked,0
2760,1986,Sep,Surfing,Unprovoked,0
2761,1986,Unknown,Surfing,Unprovoked,0
2762,1987,Apr,Swimming,Unprovoked,0
2763,1987,Apr,Swimming,Unprovoked,1
2764,1987,Apr,Swimming from shore to anchored sailboat,Unprovoked,1
2765,1987,Aug,Attempting to drive shark from area,Provoked,0
2766,1987,Aug,Surfing (sitting on his board),Unprovoked,0
2767,1987,Aug,Wading,Unprovoked,0
2768,1987,Dec,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,Unprovoked,1
2769,1987,Dec,Surfing,Unprovoked,0
2770,1987,Feb,The inter-island ferry Vula sank in heavy weather,Unprovoked,1
2771,1987,Feb,Windsurfing,Unprovoked,0
2772,1987,Jan,Spearfishing,Unprovoked,0
2773,1987,Jan,Swimming,Unprovoked,0
2774,1987,Jul,Body surfing,Unprovoked,0
2775,1987,Jul,Dropping anchor,Unprovoked,0
2776,1987,Jul,Snorkeling,Unprovoked,0
2777,1987,Jul,Spearfishing,Unprovoked,0
2778,1987,Jul,Surfing,Unprovoked,0
2779,1987,Jul,Wading,Unprovoked,0
2780,1987,Jun,Fishing,Provoked,0
2781,1987,Mar,Surfing,Unprovoked,0
2782,1987,May,Fishing,Provoked,0
2783,1987,May,Surfing,Unprovoked,0
2784,1987,Nov,Surfing,Unprovoked,0
2785,1987,Oct,Spearfishing,Unprovoked,0
2786,1987,Oct,Surfing,Unprovoked,0
2787,1987,Oct,"Vessel caught fire & capsized, survivors in the water",Unprovoked,1
2788,1987,Sep,Scuba Diving for scallops,Unprovoked,1
2789,1987,Sep,Surfing,Unprovoked,0
2790,1987,Unknown,Boat,Unprovoked,0
2791,1988,Apr,Surfing,Unprovoked,0
2792,1988,Apr,Surfing,Unprovoked,0
2793,1988,Apr,Swimming,Unprovoked,0
2794,1988,Apr,Windsurfing,Unprovoked,0
2795,1988,Apr,pÃªcheur de bichiques,Unprovoked,1
2796,1988,Aug,Diving in Sharkey's Reef restaurantÂs aquarium,Provoked,0
2797,1988,Aug,Surfing,Unprovoked,0
2798,1988,Dec,Skindiving,Unprovoked,1
2799,1988,Feb,Diving,Unprovoked,0
2800,1988,Feb,Drift fishing,Unprovoked,0
2801,1988,Feb,Lying atop surfboard,Unprovoked,0
2802,1988,Feb,Surfing,Unprovoked,0
2803,1988,Jan,Attempting to lasso shark's tail,Provoked,0
2804,1988,Jan,Fishing,Provoked,0
2805,1988,Jan,"Returning to shore, collided with shark",Provoked,0
2806,1988,Jul,Boogie boarding,Unprovoked,0
2807,1988,Jul,Diving,Unprovoked,0
2808,1988,Jul,Free diving & spearfishing ,Unprovoked,0
2809,1988,Jul,Snorkeling,Unprovoked,0
2810,1988,Jul,Spearfishing,Unprovoked,0
2811,1988,Jul,Spearfishing on scuba,Unprovoked,0
2812,1988,Jul,Swimming,Unprovoked,0
2813,1988,Jun,Scuba diving,Unprovoked,0
2814,1988,Jun,Sittting in water with his child,Unprovoked,0
2815,1988,Jun,Spearfishing,Unprovoked,0
2816,1988,Jun,Surfing,Unprovoked,0
2817,1988,Jun,Swimming,Unprovoked,0
2818,1988,Mar,Body surfing,Unprovoked,0
2819,1988,Mar,Standing ,Unprovoked,0
2820,1988,Mar,Surfing,Unprovoked,0
2821,1988,Mar,Surfing,Unprovoked,0
2822,1988,May,Shell diving,Unprovoked,1
2823,1988,May,Surfing,Unprovoked,0
2824,1988,May,Surfing / treading water,Unprovoked,0
2825,1988,Nov,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Unprovoked,1
2826,1988,Nov,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",Unprovoked,1
2827,1988,Oct,Surfing,Unprovoked,0
2828,1988,Oct,Surfing,Unprovoked,0
2829,1988,Oct,Surfing,Unprovoked,0
2830,1988,Oct,Surfing,Unprovoked,0
2831,1988,Oct,Surfing,Unprovoked,0
2832,1988,Oct,Surfing (sitting on his board),Unprovoked,0
2833,1988,Oct,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,Unprovoked,1
2834,1988,Oct,Wading,Unprovoked,0
2835,1988,Sep,Snorkeling,Unprovoked,1
2836,1988,Sep,Surfing,Unprovoked,0
2837,1988,Sep,Walking,Unprovoked,0
2838,1988,Unknown,Surfing,Unprovoked,0
