Date,Year,Month,Day,Type,Country,Activity,Sex,Age,Fatal,Species
2015-07-02,2015,7,2,Unprovoked,Australia,Body Boarding,Male,32,No,White Shark
2015-07-01,2015,7,1,Unprovoked,Usa,Swimming,Male,68,No,Others
2015-06-30,2015,6,30,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2015-06-27,2015,6,27,Unprovoked,Usa,Swimming,Male,18,No,Bull Shark
2015-06-24,2015,6,24,Unprovoked,Usa,Swimming,Male,6,No,Others
2015-06-27,2015,6,27,Unprovoked,South Africa,Body Boarding,Male,19,No,White Shark
2015-06-26,2015,6,26,Unprovoked,South Africa,Surfing,Male,23,No,White Shark
2015-06-26,2015,6,26,Unprovoked,Usa,Standing,Male,43,No,Others
2015-06-25,2015,6,25,Provoked,Australia,Swimming,Male,19,No,Wobbegong Shark
2015-06-25,2015,6,25,Unprovoked,Usa,Others,Male,47,No,Unknown
2015-05-07,2015,5,7,Unprovoked,Usa,Swimming,Male,27,No,Unknown
2015-05-02,2015,5,2,Unprovoked,South Africa,Diving,Male,29,No,White Shark
2015-04-29,2015,4,29,Unprovoked,Usa,Snorkeling,Female,65,Yes,Unknown
2015-02-09,2015,2,9,Unprovoked,Australia,Surfing,Male,41,Yes,Others
2015-02-08,2015,2,8,Unprovoked,Australia,Surfing,Male,35,No,Others
2015-02-05,2015,2,5,Unprovoked,Australia,Others,Male,27,No,Others
2015-01-30,2015,1,30,Boating,Australia,Rowing,Male,57,No,Bull Shark
2015-01-27,2015,1,27,Provoked,Usa,Shark Fishing,Male,20,No,Others
2015-01-24,2015,1,24,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2015-01-23,2015,1,23,Unprovoked,South Africa,Floating,Male,24,No,Unknown
2015-01-19,2015,1,19,Boating,Usa,Fishing,Male,27,No,White Shark
2015-01-17,2015,1,17,Boating,Australia,Fishing,Male,27,No,Others
2015-01-16,2015,1,16,Unprovoked,Australia,Others,Male,17,No,Others
2015-01-06,2015,1,6,Unprovoked,Bahamas,Snorkeling,Female,34,No,White Shark
2015-01-03,2015,1,3,Unprovoked,South Africa,Surfing,Male,15,No,Ragged Tooth Shark
2015-01-01,2015,1,1,Unprovoked,Usa,Others,Male,12,No,Small Shark
2015-02-14,2015,2,14,Unprovoked,Reunion,Swimming,Female,22,Yes,Tiger Shark
2015-02-15,2015,2,15,Boating,Atlantic Ocean,Others,Unknown,27,No,White Shark
2015-03-07,2015,3,7,Unprovoked,French Polynesia,Others,Male,27,No,Blacktip
2015-04-03,2015,4,3,Unprovoked,Usa,Spearfishing,Male,70,No,Bull Shark
2015-04-26,2015,4,26,Unprovoked,Usa,Wading,Male,63,No,Others
2015-04-25,2015,4,25,Unprovoked,Australia,Surfing,Male,26,No,White Shark
2015-04-24,2015,4,24,Unprovoked,Australia,Surf Skiing,Male,71,No,White Shark
2015-04-13,2015,4,13,Unprovoked,Usa,Others,Male,48,No,Blue
2015-04-12,2015,4,12,Unprovoked,Reunion,Surfing,Male,13,Yes,Bull Shark
2015-04-11,2015,4,11,Unprovoked,Australia,Paddle Boarding,Male,27,No,Unknown
2015-03-10,2015,3,10,Provoked,Mexico,Fishing,Male,36,No,Unknown
2015-03-26,2015,3,26,Boating,South Africa,Kayak Fishing,Male,36,No,White Shark
2015-03-21,2015,3,21,Unprovoked,Egypt,Swimming,Male,52,Yes,Mako Shark
2015-03-18,2015,3,18,Unprovoked,Usa,Others,Male,58,No,Tiger Shark
2015-03-16,2015,3,16,Unprovoked,French Polynesia,Others,Male,9,No,Blacktip
2015-03-11,2015,3,11,Boating,Australia,Fishing,Male,27,No,Unknown
2015-07-10,2015,7,10,Unprovoked,Usa,Surfing,Male,38,No,White Shark
2015-09-29,2015,9,29,Unprovoked,Usa,Surfing,Male,22,No,Blacktip
2015-10-30,2015,10,30,Unprovoked,Australia,Spearfishing,Male,50,No,Unknown
2015-10-28,2015,10,28,Unprovoked,Usa,Body Boarding,Male,10,No,Unknown
2015-10-25,2015,10,25,Unprovoked,South Africa,Surfing,Male,42,No,White Shark
2015-10-21,2015,10,21,Unprovoked,Usa,Surfing,Male,21,No,Others
2015-10-19,2015,10,19,Unprovoked,Usa,Surfing,Male,21,No,Others
2015-10-17,2015,10,17,Unprovoked,Mozambique,Others,Female,35,Yes,Unknown
2015-10-17,2015,10,17,Unprovoked,Usa,Swimming,Male,44,No,Tiger Shark
2015-10-13,2015,10,13,Boating,Usa,Kayak Fishing,Male,27,No,Hammer Head Shark
2015-10-09,2015,10,9,Unprovoked,Usa,Boogie Boarding,Female,9,No,Unknown
2015-10-09,2015,10,9,Unprovoked,Usa,Surfing,Male,25,No,Tiger Shark
2015-10-08,2015,10,8,Unprovoked,Mozambique,Fishing,Male,27,No,Unknown
2015-10-07,2015,10,7,Unprovoked,Australia,Surfing,Male,18,No,Unknown
2015-10-05,2015,10,5,Unprovoked,Usa,Body Boarding,Male,22,No,Unknown
2015-10-05,2015,10,5,Unprovoked,Usa,Wading,Male,13,No,Others
2015-11-01,2015,11,1,Unprovoked,Mozambique,Fishing,Male,19,No,Unknown
2015-11-01,2015,11,1,Unprovoked,Usa,Wading,Female,28,No,Others
2015-11-03,2015,11,3,Unprovoked,Usa,Swimming,Male,54,No,Unknown
2015-12-13,2015,12,13,Boating,Australia,Fishing,Unknown,27,No,White Shark
2015-07-19,2015,7,19,Unprovoked,South Africa,Surfing,Male,34,No,White Shark
2015-12-26,2015,12,26,Boating,South Africa,Kayak Fishing,Male,27,No,White Shark
2015-12-25,2015,12,25,Unprovoked,Spain,Swimming,Female,38,No,Others
2015-12-22,2015,12,22,Unprovoked,Usa,Paddle Boarding,Male,71,No,Others
2015-12-21,2015,12,21,Unprovoked,Australia,Surfing,Male,43,No,Bronze Whaler Shark
2015-12-19,2015,12,19,Unprovoked,Others,Sea Disaster,Male,58,Yes,Unknown
2015-12-11,2015,12,11,Unprovoked,Bahamas,Others,Male,26,No,Bull Shark
2015-12-08,2015,12,8,Unprovoked,South Africa,Others,Female,22,No,Unknown
2015-11-20,2015,11,20,Unprovoked,Others,Snorkeling,Male,55,No,Others
2015-11-16,2015,11,16,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2015-11-15,2015,11,15,Unprovoked,Usa,Swimming,Female,27,No,Unknown
2015-11-15,2015,11,15,Unprovoked,Usa,Surfing,Male,28,No,Others
2015-11-10,2015,11,10,Unprovoked,Australia,Surfing,Male,20,No,Bull Shark
2015-10-04,2015,10,4,Unprovoked,Usa,Surfing,Male,14,No,Blacktip
2015-12-21,2015,12,21,Unprovoked,Brazil,Scuba Diving,Male,32,No,Tiger Shark
2015-09-26,2015,9,26,Unprovoked,Australia,Snorkeling,Female,7,No,Unknown
2015-07-31,2015,7,31,Unprovoked,Australia,Surfing,Male,52,No,White Shark
2015-08-22,2015,8,22,Unprovoked,Australia,Surfing,Male,38,No,Unknown
2015-08-20,2015,8,20,Unprovoked,Usa,Surfing,Male,15,No,Others
2015-08-19,2015,8,19,Unprovoked,Usa,Walking,Female,10,No,Others
2015-08-18,2015,8,18,Boating,Usa,Kayak Fishing,Male,22,No,White Shark
2015-08-10,2015,8,10,Provoked,Usa,Spearfishing,Male,57,No,Hammer Head Shark
2015-07-28,2015,7,28,Unprovoked,Costa Rica,Surfing,Male,47,No,Unknown
2015-08-29,2015,8,29,Unprovoked,Usa,Surfing,Male,21,No,White Shark
2015-07-27,2015,7,27,,Australia,Surfing,Male,40,Unknown,Unknown
2015-07-26,2015,7,26,Unprovoked,Usa,Surfing,Male,25,No,Blacktip
2015-07-25,2015,7,25,Unprovoked,Australia,Others,Male,46,Yes,White Shark
2015-07-23,2015,7,23,Unprovoked,Australia,Surfing,Male,40,No,Bronze Whaler Shark
2015-07-22,2015,7,22,Unprovoked,Reunion,Surfing,Male,45,No,Bull Shark
2015-09-24,2015,9,24,Boating,Usa,Kayak Fishing,Male,27,No,White Shark
2015-07-23,2015,7,23,Provoked,Usa,Kayak Fishing,Male,31,No,Mako Shark
2015-08-29,2015,8,29,Unprovoked,Usa,Surfing,Female,54,No,White Shark
2015-09-17,2015,9,17,Unprovoked,Usa,Surfing,Male,20,No,Unknown
2015-09-01,2015,9,1,Unprovoked,Fiji,Spearfishing,Male,27,No,Tiger Shark
2015-09-20,2015,9,20,Unprovoked,Usa,Spearfishing,Male,27,No,Tiger Shark
2015-09-20,2015,9,20,Unprovoked,Usa,Wading,Male,12,No,Others
2015-09-20,2015,9,20,Unprovoked,Usa,Surfing,Male,14,No,Others
2015-09-20,2015,9,20,Unprovoked,Usa,Others,Male,16,No,Unknown
2015-09-18,2015,9,18,Unprovoked,Usa,Swimming,Male,27,No,Unknown
2015-09-19,2015,9,19,Boating,Usa,Kayak Fishing,Male,27,No,Hammer Head Shark
2015-09-08,2015,9,8,Unprovoked,Australia,Surfing,Male,42,No,Others
2015-09-06,2015,9,6,Unprovoked,Usa,Others,Female,50,No,White Shark
2015-09-05,2015,9,5,Provoked,Usa,Kayak Fishing,Male,29,No,Hammer Head Shark
2015-09-04,2015,9,4,Unprovoked,Australia,Surf Skiing,Male,62,No,White Shark
2015-09-03,2015,9,3,Unprovoked,Usa,Others,Male,27,No,Others
2015-09-01,2015,9,1,Unprovoked,Others,Wading,Female,37,No,Small Shark
2014-06-01,2014,6,1,Unprovoked,Usa,Swimming,Female,22,No,Bull Shark
2014-06-09,2014,6,9,Unprovoked,Usa,Standing,Male,16,No,Others
2014-06-09,2014,6,9,Unprovoked,Australia,Body Boarding,Male,39,No,Bronze Whaler Shark
2014-06-08,2014,6,8,Unprovoked,Japan,Surfing,Male,43,No,Unknown
2014-06-07,2014,6,7,Unprovoked,Usa,Others,Female,14,No,Unknown
2014-05-15,2014,5,15,Unprovoked,Usa,Body Boarding,Female,38,No,Unknown
2014-06-01,2014,6,1,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2014-06-01,2014,6,1,Unprovoked,Usa,Others,Female,37,No,Blacktip
2014-05-27,2014,5,27,Unprovoked,Australia,Fell Into The Water,Female,29,No,Bull Shark
2014-05-23,2014,5,23,Unprovoked,Others,Scuba Diving,Male,27,No,Others
2014-05-22,2014,5,22,Provoked,Australia,Others,Male,10,No,Nurse Shark
2014-05-14,2014,5,14,Unprovoked,Australia,Surfing,Male,35,No,White Shark
2014-05-13,2014,5,13,Unprovoked,Usa,Wading,Female,44,No,Unknown
2014-06-09,2014,6,9,Unprovoked,Brazil,Fishing,Male,43,No,Unknown
2014-07-03,2014,7,3,Unprovoked,Usa,Body Surfing,Male,19,No,Others
2014-06-17,2014,6,17,Provoked,Australia,Others,Male,27,No,Others
2014-06-18,2014,6,18,Unprovoked,Australia,Body Boarding,Male,15,No,Unknown
2014-06-18,2014,6,18,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2014-06-25,2014,6,25,Unprovoked,Bahamas,Spearfishing,Male,42,No,Others
2014-06-27,2014,6,27,Boat,Others,Others,Male,48,No,White Shark
2014-07-05,2014,7,5,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2014-07-05,2014,7,5,Provoked,Usa,Swimming,Male,27,No,White Shark
2014-07-09,2014,7,9,Unprovoked,Usa,Surfing,Male,14,No,Unknown
2014-07-12,2014,7,12,Unprovoked,Usa,Body Surfing,Male,27,No,Unknown
2014-07-14,2014,7,14,Unprovoked,Usa,Swimming,Male,39,No,Others
2014-07-16,2014,7,16,Unprovoked,Usa,Swimming,Male,61,No,Others
2014-07-20,2014,7,20,Unprovoked,Spain,Wading,Unknown,27,No,Others
2014-07-21,2014,7,21,Unprovoked,Usa,Standing,Male,8,No,Unknown
2014-03-18,2014,3,18,Unprovoked,New Caledonia,Kite Surfing,Male,42,No,Unknown
2014-05-06,2014,5,6,Unprovoked,Usa,Swimming,Female,40,No,Others
2014-07-27,2014,7,27,Unprovoked,Usa,Swimming,Male,27,No,Tiger Shark
2014-01-01,2014,1,1,Boating,New Zealand,Others,Unknown,27,No,White Shark
2014-01-01,2014,1,1,Unprovoked,Usa,Others,Male,27,No,White Shark
2014-01-04,2014,1,4,Sea Disaster,Japan,Sea Disaster,Male,31,No,Unknown
2014-01-25,2014,1,25,Unprovoked,New Zealand,Spearfishing,Male,24,No,Others
2014-01-26,2014,1,26,Provoked,Australia,Fishing,Male,27,No,Others
2014-02-07,2014,2,7,Unprovoked,New Zealand,Surfing,Male,28,No,Others
2014-02-07,2014,2,7,Provoked,Others,Fishing,Male,27,No,Unknown
2014-02-08,2014,2,8,Unprovoked,Australia,Others,Male,28,Yes,Unknown
2014-02-17,2014,2,17,Boating,Papua New Guinea,Others,Male,21,No,Unknown
2014-03-02,2014,3,2,Unprovoked,Usa,Surfing,Male,21,No,Blacktip
2014-03-13,2014,3,13,Invalid,Others,Others,Male,27,Unknown,Invalid
2014-03-12,2014,3,12,Unprovoked,Australia,Swimming,Male,27,No,Wobbegong Shark
2014-03-18,2014,3,18,Unprovoked,Australia,Surfing,Male,42,No,Unknown
2014-05-04,2014,5,4,Unprovoked,South Africa,Diving,Unknown,27,No,Others
2014-03-21,2014,3,21,Unprovoked,Usa,Surfing,Male,9,No,Unknown
2014-03-22,2014,3,22,Unprovoked,Usa,Kite Surfing,Male,27,No,Others
2014-03-22,2014,3,22,Unprovoked,South Africa,Swimming,Male,66,Yes,Others
2014-04-03,2014,4,3,Unprovoked,Australia,Swimming,Female,63,Yes,White Shark
2014-04-04,2014,4,4,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2014-04-04,2014,4,4,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2014-04-12,2014,4,12,Provoked,South Africa,Fishing,Male,27,No,Ragged Tooth Shark
2014-04-12,2014,4,12,Boat,South Africa,Others,Unknown,27,No,White Shark
2014-04-15,2014,4,15,Unprovoked,Usa,Wading,Male,25,No,Unknown
2014-04-22,2014,4,22,Unprovoked,Usa,Swimming,Male,42,No,Unknown
2014-04-24,2014,4,24,Unprovoked,Australia,Spearfishing,Male,27,No,Others
2014-05-01,2014,5,1,Unprovoked,Usa,Surfing,Male,23,No,Others
2014-07-22,2014,7,22,Unprovoked,Reunion,Surfing,Male,51,No,Others
2014-02-20,2014,2,20,Unprovoked,French Polynesia,Others,Male,21,No,Blacktip
2014-10-03,2014,10,3,Boating,Usa,Kayaking,Male,27,No,White Shark
2014-10-07,2014,10,7,Unprovoked,Usa,Fishing,Female,40,No,Unknown
2014-10-05,2014,10,5,Unprovoked,Usa,Surfing,Male,29,No,Blacktip
2014-10-11,2014,10,11,Boating,Australia,Kayaking,Male,27,No,Unknown
2014-10-12,2014,10,12,Unprovoked,Usa,Others,Female,27,No,Unknown
2014-10-14,2014,10,14,Unprovoked,Usa,Others,Female,7,No,Bull Shark
2014-10-17,2014,10,17,Unprovoked,Australia,Surfing,Female,13,No,Others
2014-10-18,2014,10,18,Unprovoked,Usa,Surfing,Male,27,No,Others
2014-10-19,2014,10,19,Boating,Usa,Canoeing,Female,27,No,Unknown
2014-10-20,2014,10,20,Unprovoked,Usa,Others,Male,27,No,Unknown
2014-10-22,2014,10,22,Unprovoked,Usa,Others,Female,27,No,Tiger Shark
2014-10-30,2014,10,30,Provoked,Australia,Surfing,Male,20,No,Unknown
2014-10-31,2014,10,31,Unprovoked,Usa,Surfing,Female,34,No,Tiger Shark
2014-11-08,2014,11,8,Unprovoked,Usa,Surfing,Male,18,No,Unknown
2014-11-10,2014,11,10,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2014-11-13,2014,11,13,Unprovoked,Usa,Snorkeling,Male,53,No,Others
2014-11-16,2014,11,16,Unprovoked,Usa,Surfing,Male,44,No,Others
2014-11-17,2014,11,17,Boating,Usa,Others,Unknown,27,No,White Shark
2014-11-19,2014,11,19,Boating,Australia,Fishing,Male,27,No,White Shark
2014-11-20,2014,11,20,Provoked,Others,Fishing,Male,39,Yes,Unknown
2014-11-29,2014,11,29,Unprovoked,Australia,Surfing,Male,13,No,Unknown
2014-12-03,2014,12,3,Provoked,Spain,Others,Male,27,No,Unknown
2014-12-15,2014,12,15,Unprovoked,Australia,Spearfishing,Male,17,Yes,Tiger Shark
2014-12-23,2014,12,23,Unprovoked,Japan,Others,Male,27,No,Others
2014-12-28,2014,12,28,Provoked,Australia,Fishing,Male,27,No,Others
2014-12-28,2014,12,28,Unprovoked,Usa,Surfing,Male,50,No,White Shark
2014-12-29,2014,12,29,Unprovoked,Australia,Spearfishing,Male,17,Yes,White Shark
2014-08-01,2014,8,1,Unprovoked,South Africa,Surfing,Male,20,No,White Shark
2014-10-05,2014,10,5,Unprovoked,Usa,Surfing,Male,15,No,Blacktip
2014-12-29,2014,12,29,Unprovoked,Australia,Surfing,Unknown,27,No,Others
2014-10-03,2014,10,3,Boating,Usa,Kayaking,Male,27,No,White Shark
2014-08-27,2014,8,27,Unprovoked,Spain,Swimming,Female,27,No,Small Shark
2014-08-02,2014,8,2,Unprovoked,Usa,Boogie Boarding,Male,8,No,Unknown
2014-08-02,2014,8,2,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2014-08-05,2014,8,5,Unprovoked,Usa,Swimming,Female,45,No,Unknown
2014-08-06,2014,8,6,Unprovoked,Usa,Boogie Boarding,Male,10,No,Others
2014-08-08,2014,8,8,Unprovoked,Usa,Swimming,Male,7,No,Bull Shark
2014-08-09,2014,8,9,Unprovoked,Usa,Swimming,Female,10,No,Unknown
2014-08-09,2014,8,9,Unprovoked,Bahamas,Spearfishing,Male,27,No,Bull Shark
2014-08-10,2014,8,10,Unprovoked,Usa,Others,Male,26,No,Unknown
2014-08-16,2014,8,16,Unprovoked,Australia,Spearfishing,Male,31,No,Others
2014-08-24,2014,8,24,Unprovoked,Usa,Others,Unknown,27,No,Others
2014-08-25,2014,8,25,Provoked,Usa,Fishing For Sharks,Male,27,No,Bull Shark
2014-08-27,2014,8,27,Unprovoked,Usa,Standing,Female,27,No,Unknown
2014-08-27,2014,8,27,Unprovoked,Usa,Surfing,Male,29,No,Others
2014-08-12,2014,8,12,Unprovoked,Usa,Standing,Male,27,No,Bull Shark
2014-08-28,2014,8,28,Provoked,Usa,Fishing,Male,33,No,Unknown
2014-09-06,2014,9,6,Unprovoked,Usa,Fishing,Male,43,No,Bull Shark
2014-10-02,2014,10,2,Unprovoked,Australia,Surfing,Male,23,No,White Shark
2014-09-21,2014,9,21,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2014-09-13,2014,9,13,Unprovoked,French Polynesia,Others,Female,36,No,Blacktip
2014-09-09,2014,9,9,Unprovoked,Australia,Swimming,Male,50,Yes,Others
2014-10-02,2014,10,2,Unprovoked,Usa,Surfing,Male,28,No,Others
2014-09-03,2014,9,3,Boating,Usa,Kayaking,Female,27,No,White Shark
2014-09-01,2014,9,1,Unprovoked,Spain,Others,Male,16,No,Unknown
2014-08-31,2014,8,31,Unprovoked,Usa,Body Surfing,Female,13,No,Others
2014-08-29,2014,8,29,Unprovoked,Usa,Surfing,Male,17,No,Blacktip
2014-09-02,2014,9,2,Provoked,Usa,Fishing,Male,52,No,Others
2013-05-23,2013,5,23,Unprovoked,Brazil,Others,Male,41,Yes,Unknown
2013-06-14,2013,6,14,Unprovoked,Usa,Boogie Boarding,Female,10,No,Others
2013-06-06,2013,6,6,Provoked,Usa,Fishing For Sharks,Male,58,No,Others
2013-06-06,2013,6,6,Unprovoked,Australia,Surfing,Male,27,No,Others
2013-05-27,2013,5,27,Unprovoked,Usa,Diving,Male,32,No,Others
2013-05-27,2013,5,27,Unprovoked,Usa,Swimming,Male,11,No,Unknown
2013-05-14,2013,5,14,Unprovoked,Others,Surfing,Male,29,No,Others
2013-05-23,2013,5,23,Provoked,Others,Fishing,Male,30,No,Unknown
2013-05-08,2013,5,8,Invalid,Usa,Surfing,Male,42,Unknown,Invalid
2013-05-08,2013,5,8,Unprovoked,Reunion,Body Boarding,Male,36,Yes,Bull Shark
2013-05-04,2013,5,4,Unprovoked,Usa,Surfing,Male,16,No,Small Shark
2013-06-15,2013,6,15,Unprovoked,Usa,Surfing,Female,27,No,Unknown
2013-04-28,2013,4,28,Provoked,Australia,Fishing,Male,27,No,Wobbegong Shark
2013-07-17,2013,7,17,Unprovoked,Usa,Swimming,Male,27,No,Unknown
2013-06-16,2013,6,16,Unprovoked,South Africa,Surfing,Male,27,No,Unknown
2013-06-17,2013,6,17,Unprovoked,Usa,Swimming,Male,15,No,Unknown
2013-06-18,2013,6,18,Unprovoked,Usa,Swimming,Male,28,No,Tiger Shark
2013-06-25,2013,6,25,Unprovoked,Usa,Swimming,Male,14,No,Others
2013-06-25,2013,6,25,Unprovoked,Usa,Swimming,Male,27,No,Bull Shark
2013-06-25,2013,6,25,Boating,Usa,Others,Male,27,No,White Shark
2013-06-30,2013,6,30,Unprovoked,Others,Fishing,Male,27,No,Unknown
2013-07-02,2013,7,2,Unprovoked,Australia,Body Surfing,Male,29,No,Unknown
2013-07-11,2013,7,11,Unprovoked,Usa,Wading,Female,63,No,Unknown
2013-07-14,2013,7,14,Unprovoked,Others,Swimming,Male,33,Yes,Unknown
2013-07-15,2013,7,15,Unprovoked,Reunion,Others,Female,15,Yes,Unknown
2013-04-21,2013,4,21,Unprovoked,Australia,Fishing,Male,51,No,Nurse Shark
2013-04-24,2013,4,24,Unprovoked,Mexico,Swimming,Female,34,No,Tiger Shark
2013-03-12,2013,3,12,Unprovoked,Jamaica,Spearfishing,Male,68,Yes,Tiger Shark
2013-04-17,2013,4,17,Unprovoked,Usa,Others,Male,9,No,Others
2013-03-03,2013,3,3,Unprovoked,South Africa,Swimming,Male,39,No,Unknown
2013-07-22,2013,7,22,Unprovoked,Brazil,Swimming,Female,18,Yes,Unknown
2013-01-05,2013,1,5,Unprovoked,Australia,Others,Male,26,No,Unknown
2013-01-13,2013,1,13,Unprovoked,New Zealand,Spearfishing,Male,27,No,Bronze Whaler Shark
2013-01-16,2013,1,16,Unprovoked,Usa,Surfing,Male,43,No,Tiger Shark
2013-01-21,2013,1,21,Invalid,Australia,Others,Male,62,Unknown,Unknown
2013-01-25,2013,1,25,Unprovoked,Australia,Surfing,Male,27,No,Unknown
2013-01-26,2013,1,26,Boat,Australia,Fishing,Male,27,No,White Shark
2013-02-01,2013,2,1,Unprovoked,Jamaica,Others,Male,18,No,Unknown
2013-02-09,2013,2,9,Unprovoked,French Polynesia,Scuba Diving,Male,48,No,Others
2013-02-10,2013,2,10,Unprovoked,Usa,Surfing,Male,16,No,Blacktip
2013-02-21,2013,2,21,Unprovoked,Usa,Surfing,Male,27,No,Others
2013-02-21,2013,2,21,Unprovoked,Usa,Surfing,Unknown,27,No,Others
2013-02-27,2013,2,27,Unprovoked,New Zealand,Swimming,Male,46,Yes,White Shark
2013-03-10,2013,3,10,Unprovoked,Philippines,Others,Male,27,No,Small Shark
2013-04-14,2013,4,14,Unprovoked,South Africa,Free Diving,Male,27,No,Blue
2013-03-10,2013,3,10,Unprovoked,Australia,Spearfishing,Male,28,No,Bronze Whaler Shark
2013-03-16,2013,3,16,Unprovoked,South Africa,Surfing,Male,27,No,Unknown
2013-03-16,2013,3,16,Provoked,South Africa,Others,Male,30,No,Ragged Tooth Shark
2013-03-21,2013,3,21,Unprovoked,Bahamas,Others,Male,50,No,Unknown
2013-03-21,2013,3,21,Unprovoked,Others,Snorkeling,Female,27,No,Nurse Shark
2013-03-29,2013,3,29,Unprovoked,Others,Free Diving,Male,34,No,Unknown
2013-04-02,2013,4,2,Unprovoked,Usa,Surfing,Male,58,No,Others
2013-04-04,2013,4,4,Unprovoked,Usa,Swimming,Male,50,No,Unknown
2013-04-10,2013,4,10,Unprovoked,French Polynesia,Others,Male,53,No,Blacktip
2013-04-13,2013,4,13,Unprovoked,Others,Others,Male,40,Yes,Unknown
2013-04-13,2013,4,13,Unprovoked,Usa,Surfing,Male,21,No,Bull Shark
2013-07-19,2013,7,19,Unprovoked,Usa,Others,Female,50,No,Unknown
2013-07-29,2013,7,29,Unprovoked,Mexico,Wading,Female,27,No,Unknown
2013-07-28,2013,7,28,Unprovoked,Bahamas,Diving,Male,50,No,Unknown
2013-09-29,2013,9,29,Unprovoked,Others,Diving,Male,27,No,Unknown
2013-10-05,2013,10,5,Unprovoked,Usa,Wading,Male,12,No,Bull Shark
2013-10-05,2013,10,5,Unprovoked,Usa,Surfing,Male,45,No,White Shark
2013-10-08,2013,10,8,Unprovoked,Australia,Diving For Abalone,Male,55,No,White Shark
2013-10-11,2013,10,11,Unprovoked,South Africa,Others,Male,74,Yes,White Shark
2013-10-19,2013,10,19,Unprovoked,Usa,Wading,Male,6,No,Nurse Shark
2013-10-20,2013,10,20,Unprovoked,Usa,Surfing,Male,25,No,Tiger Shark
2013-10-23,2013,10,23,Unprovoked,Usa,Diving,Male,45,No,White Shark
2013-10-24,2013,10,24,Unprovoked,Australia,Surfing,Male,41,No,Wobbegong Shark
2013-10-26,2013,10,26,Unprovoked,Australia,Others,Male,27,No,White Shark
2013-10-26,2013,10,26,Unprovoked,Reunion,Body Boarding,Male,24,No,Bull Shark
2013-10-28,2013,10,28,Unprovoked,Australia,Snorkeling,Female,60,No,Blacktip
2013-10-31,2013,10,31,Unprovoked,Usa,Others,Male,46,No,Tiger Shark
2013-11-07,2013,11,7,Unprovoked,Usa,Surfing,Male,27,No,Unknown
2013-11-07,2013,11,7,Unprovoked,Usa,Body Boarding,Male,16,No,Unknown
2013-11-10,2013,11,10,Provoked,Bahamas,Shark Fishing,Male,77,No,Unknown
2013-11-12,2013,11,12,Unprovoked,Australia,Surfing,Male,27,No,White Shark
2013-11-22,2013,11,22,Unprovoked,Usa,Surfing,Male,25,No,White Shark
2013-11-23,2013,11,23,Unprovoked,Australia,Surfing,Male,35,Yes,White Shark
2013-11-29,2013,11,29,Unprovoked,Usa,Snorkeling,Female,58,No,Unknown
2013-11-30,2013,11,30,Unprovoked,Australia,Body Boarding,Male,19,Yes,Tiger Shark
2013-12-02,2013,12,2,Unprovoked,Usa,Others,Male,57,Yes,Unknown
2013-12-05,2013,12,5,Unprovoked,Australia,Surfing,Male,26,No,Wobbegong Shark
2013-12-10,2013,12,10,Unprovoked,Usa,Surfing,Male,30,No,Others
2013-12-11,2013,12,11,Unprovoked,Usa,Boogie Boarding,Male,29,No,Tiger Shark
2013-12-13,2013,12,13,Unprovoked,Others,Others,Male,35,No,Unknown
2013-12-16,2013,12,16,Unprovoked,South Africa,Surfing,Male,19,No,White Shark
2013-07-28,2013,7,28,Unprovoked,Bahamas,Others,Male,64,No,Nurse Shark
2013-09-29,2013,9,29,Unprovoked,Usa,Surfing,Male,50,No,Unknown
2013-12-25,2013,12,25,Unprovoked,New Caledonia,Snorkeling,Male,37,No,Bull Shark
2013-09-25,2013,9,25,Unprovoked,Usa,Standing,Male,7,No,Unknown
2013-08-26,2013,8,26,Provoked,Others,Others,Male,50,No,Mako Shark
2013-09-21,2013,9,21,Unprovoked,Usa,Swimming,Male,45,No,Unknown
2013-07-29,2013,7,29,Unprovoked,Bahamas,Spearfishing,Male,40,No,Others
2013-07-30,2013,7,30,Unprovoked,Usa,Swimming,Male,32,No,Unknown
2013-07-31,2013,7,31,Unprovoked,Usa,Snorkeling,Female,56,No,Unknown
2013-08-05,2013,8,5,Unprovoked,Usa,Fishing,Male,17,No,Bull Shark
2013-08-08,2013,8,8,Unprovoked,South Africa,Others,Male,27,No,Blacktip
2013-08-11,2013,8,11,Unprovoked,Usa,Surfing,Male,10,No,Bull Shark
2013-08-13,2013,8,13,Unprovoked,Usa,Others,Female,19,No,Unknown
2013-08-14,2013,8,14,Unprovoked,Usa,Snorkeling,Female,20,Yes,Tiger Shark
2013-08-17,2013,8,17,Unprovoked,Usa,Surfing,Female,27,No,White Shark
2013-08-18,2013,8,18,Unprovoked,Usa,Surfing,Male,16,No,Unknown
