Date,Year,Month,Day,Type,Country,Activity,Sex,Age,Fatal,Species
1969-01-01,1969,1,1,Provoked,Bahamas,Others,Unknown,27,No,Others
1969-06-12,1969,6,12,Unprovoked,Jamaica,Diving,Male,27,No,Unknown
1969-06-01,1969,6,1,Unprovoked,Usa,Wading,Male,8,No,Unknown
1969-08-22,1969,8,22,Provoked,Usa,Fishing,Male,28,No,Unknown
1969-06-27,1969,6,27,Unprovoked,Usa,Wading,Male,22,Unknown,Unknown
1969-08-29,1969,8,29,Unprovoked,Usa,Others,Male,27,No,Unknown
1969-07-20,1969,7,20,Unprovoked,Usa,Others,Male,27,No,White Shark
1969-11-30,1969,11,30,Unprovoked,Australia,Swimming,Male,15,No,Unknown
1969-11-05,1969,11,5,Provoked,Australia,Others,Male,27,No,Unknown
1969-10-14,1969,10,14,Unprovoked,Usa,Diving,Male,27,No,White Shark
1969-09-06,1969,9,6,Unprovoked,Usa,Others,Male,53,No,White Shark
1969-11-11,1969,11,11,Unprovoked,Usa,Others,Male,27,No,Others
1969-08-02,1969,8,2,Unprovoked,Usa,Surfing,Male,15,No,Unknown
1969-08-01,1969,8,1,Unprovoked,Usa,Body Surfing,Male,13,No,Others
1969-08-01,1969,8,1,Unprovoked,Unknown,Others,Male,25,No,Unknown
1969-07-27,1969,7,27,Provoked,England,Others,Male,27,No,Unknown
1969-07-22,1969,7,22,Provoked,Usa,Others,Male,13,No,Nurse Shark
1968-03-10,1968,3,10,Unprovoked,Usa,Surfing,Male,20,No,Unknown
1968-06-09,1968,6,9,Unprovoked,Usa,Others,Male,17,No,Unknown
1968-06-01,1968,6,1,Unprovoked,England,Others,Male,27,No,Blue
1968-04-20,1968,4,20,Unprovoked,Usa,Others,Male,10,No,Others
1968-04-15,1968,4,15,Unprovoked,Australia,Others,Male,21,No,Bronze Whaler Shark
1968-04-11,1968,4,11,Unprovoked,Papua New Guinea,Swimming,Male,7,Yes,Unknown
1968-04-07,1968,4,7,Provoked,Australia,Others,Male,47,No,Blue
1968-03-25,1968,3,25,Unprovoked,South Africa,Others,Male,35,No,Others
1968-02-01,1968,2,1,Unprovoked,Mozambique,Diving,Unknown,24,No,Unknown
1968-03-01,1968,3,1,Invalid,Usa,Treading Water,Male,28,Unknown,Invalid
1968-02-26,1968,2,26,Unprovoked,Usa,Surfing,Male,17,No,Unknown
1968-02-20,1968,2,20,Unprovoked,Australia,Swimming,Female,14,No,Unknown
1968-02-18,1968,2,18,Provoked,New Zealand,Others,Female,27,No,Others
1968-02-04,1968,2,4,Unprovoked,Australia,Spearfishing,Male,26,No,Bronze Whaler Shark
1968-02-02,1968,2,2,Unprovoked,Australia,Others,Unknown,27,No,Unknown
1968-07-01,1968,7,1,Invalid,Mexico,Others,Male,43,Unknown,Others
1968-01-17,1968,1,17,Unprovoked,Papua New Guinea,Swimming,Unknown,13,Yes,Unknown
1968-01-01,1968,1,1,Unprovoked,Costa Rica,Others,Male,27,Yes,Unknown
1968-01-01,1968,1,1,Invalid,Usa,Diving,Unknown,27,Unknown,Questionable Incident
1968-01-01,1968,1,1,Invalid,Usa,Surfing,Unknown,27,Unknown,Questionable Incident
1968-06-25,1968,6,25,Unprovoked,Bahamas,Spearfishing,Male,17,No,Others
1968-05-01,1968,5,1,Unprovoked,Papua New Guinea,Standing,Male,17,No,Unknown
1968-07-10,1968,7,10,Unprovoked,Bahamas,Others,Male,27,Yes,Unknown
1968-10-13,1968,10,13,Unprovoked,Usa,Others,Male,27,No,Bull Shark
1968-07-16,1968,7,16,Unprovoked,Usa,Others,Male,33,No,Others
1968-12-29,1968,12,29,Invalid,South Africa,Free Diving,Male,27,Unknown,Questionable Incident
1968-12-26,1968,12,26,Provoked,Australia,Others,Male,27,No,Nurse Shark
1968-12-25,1968,12,25,Unprovoked,New Zealand,Surfing,Male,17,No,White Shark
1968-12-09,1968,12,9,Unprovoked,Australia,Others,Male,27,No,White Shark
1968-12-02,1968,12,2,Unprovoked,South Africa,Spearfishing,Male,28,No,Hammer Head Shark
1968-11-06,1968,11,6,Boat,South Africa,Fishing,Male,22,No,Blacktip
1968-11-02,1968,11,2,Provoked,Australia,Others,Male,16,No,Unknown
1968-10-29,1968,10,29,Provoked,Bahamas,Others,Male,27,No,Unknown
1968-12-01,1968,12,1,Invalid,South Africa,Others,Male,30,Unknown,Questionable Incident
1968-10-10,1968,10,10,Sea Disaster,Philippines,Others,Unknown,27,No,Unknown
1968-08-13,1968,8,13,Unprovoked,French Polynesia,Swimming,Male,12,No,Unknown
1968-07-27,1968,7,27,Unprovoked,Usa,Free Diving,Male,25,No,White Shark
1968-08-08,1968,8,8,Unprovoked,Others,Others,Male,18,No,Others
1968-08-11,1968,8,11,Unprovoked,Others,Others,Unknown,41,No,Unknown
1968-07-23,1968,7,23,Unprovoked,Usa,Wading,Male,33,No,Unknown
1968-08-21,1968,8,21,Unprovoked,Usa,Standing,Male,15,No,Unknown
1968-08-24,1968,8,24,Unprovoked,Usa,Others,Unknown,27,No,Hammer Head Shark
1968-09-15,1968,9,15,Unprovoked,New Zealand,Spearfishing,Male,24,Yes,White Shark
1967-03-20,1967,3,20,Provoked,New Zealand,Free Diving,Male,21,No,Unknown
1967-08-07,1967,8,7,Unprovoked,Usa,Spearfishing,Male,15,No,Nurse Shark
1967-08-01,1967,8,1,Unprovoked,Bahamas,Others,Male,41,No,Others
1967-08-01,1967,8,1,Unprovoked,Others,Others,Male,27,No,Others
1967-07-29,1967,7,29,Unprovoked,Usa,Snorkeling,Male,20,No,Unknown
1967-07-05,1967,7,5,Unprovoked,Turkey,Spearfishing,Male,36,Yes,Unknown
1967-06-13,1967,6,13,Provoked,Usa,Spearfishing,Male,26,No,Nurse Shark
1967-06-01,1967,6,1,Provoked,Italy,Others,Male,27,No,White Shark
1967-05-13,1967,5,13,Provoked,Australia,Others,Male,30,No,Bronze Whaler Shark
1967-05-09,1967,5,9,Provoked,Australia,Others,Male,22,No,Nurse Shark
1967-04-01,1967,4,1,Provoked,Others,Fishing,Male,60,No,Unknown
1967-08-14,1967,8,14,Unprovoked,Others,Others,Male,27,No,Unknown
1967-03-19,1967,3,19,Unprovoked,South Africa,Spearfishing,Male,32,No,White Shark
1967-03-12,1967,3,12,Provoked,Australia,Spearfishing,Male,36,No,Nurse Shark
1967-03-09,1967,3,9,Unprovoked,New Zealand,Others,Male,21,Yes,White Shark
1967-03-01,1967,3,1,Unprovoked,Papua New Guinea,Others,Male,14,No,Others
1967-02-06,1967,2,6,Sea Disaster,Mexico,Others,Male,27,Yes,Unknown
1967-01-27,1967,1,27,Boat,South Africa,Others,Unknown,27,No,White Shark
1967-01-22,1967,1,22,Provoked,South Africa,Others,Male,27,No,Others
1967-01-21,1967,1,21,Unprovoked,Mozambique,Others,Male,31,No,Unknown
1967-01-06,1967,1,6,Provoked,Australia,Others,Male,15,No,Others
1967-07-01,1967,7,1,Invalid,Usa,Surfing,Male,18,Unknown,Questionable Incident
1967-08-15,1967,8,15,Unprovoked,Bermuda,Floating,Female,19,No,Unknown
1967-10-17,1967,10,17,Unprovoked,Usa,Others,Male,19,No,Blacktip
1967-08-19,1967,8,19,Unprovoked,Australia,Others,Male,23,Yes,White Shark
1967-12-21,1967,12,21,Invalid,Papua New Guinea,Spearfishing,Male,32,Unknown,Questionable Incident
1967-12-18,1967,12,18,Unprovoked,Fiji,Others,Male,27,No,Unknown
1967-12-17,1967,12,17,Unprovoked,Australia,Swimming,Male,59,Yes,Unknown
1967-12-14,1967,12,14,Provoked,Usa,Others,Male,27,No,Unknown
1967-11-30,1967,11,30,Provoked,Australia,Free Diving,Male,15,No,Nurse Shark
1967-11-15,1967,11,15,Provoked,Fiji,Free Diving,Male,21,No,Unknown
1967-11-04,1967,11,4,Sea Disaster,Philippines,Others,Unknown,27,Yes,Unknown
1967-10-26,1967,10,26,Unprovoked,Mexico,Swimming,Unknown,27,Yes,Unknown
1967-11-30,1967,11,30,Unprovoked,Australia,Others,Male,18,No,Nurse Shark
1967-10-01,1967,10,1,Unprovoked,Tonga,Swimming,Male,17,No,Unknown
1967-09-06,1967,9,6,Unprovoked,Papua New Guinea,Spearfishing,Male,27,Yes,Unknown
1967-08-25,1967,8,25,Unprovoked,Italy,Others,Male,27,No,Unknown
1967-08-26,1967,8,26,Unprovoked,Japan,Others,Male,19,Yes,Unknown
1967-08-27,1967,8,27,Provoked,Usa,Others,Male,24,No,Blue
1967-09-01,1967,9,1,Unprovoked,Papua New Guinea,Spearfishing,Male,23,Yes,Others
1967-12-30,1967,12,30,Unprovoked,South Africa,Surfing,Male,22,No,Others
1967-09-07,1967,9,7,Unprovoked,Usa,Spearfishing,Unknown,27,No,Unknown
1967-09-07,1967,9,7,Provoked,Papua New Guinea,Diving,Unknown,27,Unknown,Unknown
1967-09-13,1967,9,13,Provoked,Italy,Scuba Diving,Male,21,Unknown,Others
1966-05-20,1966,5,20,Sea Disaster,Australia,Others,Male,40,Yes,Unknown
1966-04-08,1966,4,8,Unprovoked,Usa,Swimming,Male,25,No,Unknown
1966-05-16,1966,5,16,Sea Disaster,Philippines,Others,Male,27,Yes,Unknown
1966-05-16,1966,5,16,Invalid,Usa,Others,Male,24,Unknown,Invalid
1966-05-20,1966,5,20,Sea Disaster,Australia,Others,Male,38,Yes,White Shark
1966-05-20,1966,5,20,Unprovoked,Australia,Fishing,Male,27,No,Others
1966-07-02,1966,7,2,Boat,Others,Others,Unknown,27,No,Unknown
1966-06-02,1966,6,2,Provoked,French Polynesia,Fishing,Male,27,No,Unknown
1966-06-04,1966,6,4,Unprovoked,Usa,Swimming,Male,18,No,Small Shark
1966-06-11,1966,6,11,Provoked,Usa,Fishing,Male,18,No,Hammer Head Shark
1966-06-22,1966,6,22,Provoked,Usa,Others,Male,15,No,Others
1966-03-20,1966,3,20,Provoked,Australia,Others,Unknown,27,No,White Shark
1966-04-01,1966,4,1,Sea Disaster,Australia,Others,Male,27,No,Unknown
1966-01-05,1966,1,5,Unprovoked,Usa,Swimming,Male,35,No,Hammer Head Shark
1966-03-12,1966,3,12,Sea Disaster,Others,Others,Male,27,Yes,Unknown
1966-02-27,1966,2,27,Unprovoked,Australia,Treading Water,Male,13,No,White Shark
1966-01-29,1966,1,29,Provoked,South Africa,Others,Male,33,No,Others
1966-01-25,1966,1,25,Sea Disaster,Indonesia,Others,Unknown,27,Yes,Unknown
1966-01-22,1966,1,22,Unprovoked,Usa,Others,Male,29,No,White Shark
1966-01-15,1966,1,15,Unprovoked,Australia,Spearfishing,Male,30,No,Wobbegong Shark
1966-01-11,1966,1,11,Unprovoked,South Africa,Standing,Male,16,No,Others
1966-01-10,1966,1,10,Unprovoked,Australia,Others,Male,43,No,Others
1966-01-09,1966,1,9,Unprovoked,South Africa,Body Surfing,Male,15,No,Others
1966-01-08,1966,1,8,Unprovoked,New Zealand,Body Surfing,Female,15,Yes,Unknown
1966-07-14,1966,7,14,Unprovoked,Papua New Guinea,Swimming,Female,25,Yes,Unknown
1966-07-03,1966,7,3,Invalid,Usa,Free Diving,Male,46,Unknown,Invalid
1966-07-17,1966,7,17,Unprovoked,Others,Swimming,Male,20,Yes,Unknown
1966-12-27,1966,12,27,Unprovoked,Australia,Spearfishing,Male,19,No,Nurse Shark
1966-09-08,1966,9,8,Provoked,Usa,Others,Male,14,No,Nurse Shark
1966-12-31,1966,12,31,Unprovoked,Australia,Fishing,Male,30,No,Others
1966-12-27,1966,12,27,Provoked,Australia,Spearfishing,Male,29,No,Nurse Shark
1966-07-17,1966,7,17,Unprovoked,Usa,Fishing,Male,14,No,Unknown
1966-12-26,1966,12,26,Unprovoked,Others,Wading,Male,39,No,Unknown
1966-12-26,1966,12,26,Unprovoked,Australia,Spearfishing,Male,29,No,Others
1966-11-14,1966,11,14,Unprovoked,Others,Others,Unknown,28,Unknown,Unknown
1966-11-01,1966,11,1,Unprovoked,Papua New Guinea,Others,Female,27,Yes,Others
1966-10-30,1966,10,30,Unprovoked,Papua New Guinea,Swimming,Female,13,Yes,Others
1966-10-29,1966,10,29,Unprovoked,Papua New Guinea,Bathing,Female,8,Yes,Others
1966-09-19,1966,9,19,Provoked,Usa,Fishing,Male,20,No,Unknown
1966-09-18,1966,9,18,Invalid,Australia,Spearfishing,Male,27,Unknown,Invalid
1966-09-13,1966,9,13,Provoked,Australia,Spearfishing,Male,27,Unknown,Unknown
1966-09-10,1966,9,10,Unprovoked,Australia,Spearfishing,Male,43,No,Mako Shark
1966-09-27,1966,9,27,Unprovoked,Australia,Others,Male,32,No,Bronze Whaler Shark
1966-09-01,1966,9,1,Invalid,Bahamas,Others,Male,27,Unknown,Invalid
1966-08-14,1966,8,14,Unprovoked,Others,Others,Male,27,No,Others
1966-07-19,1966,7,19,Provoked,Usa,Others,Male,34,No,Others
1966-08-28,1966,8,28,Boat,Australia,Others,Male,27,No,Unknown
1966-08-01,1966,8,1,Unprovoked,Usa,Wading,Male,8,No,Blacktip
1966-08-01,1966,8,1,Invalid,Usa,Others,Male,26,Unknown,Invalid
1966-08-13,1966,8,13,Unprovoked,Italy,Others,Male,21,No,Small Shark
1966-07-31,1966,7,31,Unprovoked,Usa,Others,Male,16,No,Others
1966-08-16,1966,8,16,Unprovoked,Croatia,Swimming,Male,33,Yes,White Shark
1966-08-21,1966,8,21,Unprovoked,Others,Swimming,Female,13,Yes,Others
1966-08-27,1966,8,27,Unprovoked,Bahamas,Snorkeling,Female,18,No,Unknown
1966-08-27,1966,8,27,Invalid,South Africa,Others,Male,27,Unknown,Invalid
1966-08-21,1966,8,21,Unprovoked,Others,Others,Female,9,Yes,Others
1965-04-04,1965,4,4,Unprovoked,Others,Others,Male,8,No,Tiger Shark
1965-02-14,1965,2,14,Unprovoked,South Africa,Treading Water,Male,25,No,Others
1965-03-14,1965,3,14,Unprovoked,Usa,Free Diving,Male,16,No,Mako Shark
1965-04-04,1965,4,4,Unprovoked,Usa,Others,Male,17,No,Blacktip
1965-04-29,1965,4,29,Unprovoked,Usa,Others,Male,49,No,Bull Shark
1965-04-10,1965,4,10,Unprovoked,Usa,Spearfishing,Male,28,No,White Shark
1965-04-25,1965,4,25,Invalid,Usa,Surfing,Male,19,Unknown,Invalid
1965-05-01,1965,5,1,Unprovoked,Mexico,Swimming,Male,35,No,Unknown
1965-05-01,1965,5,1,Unprovoked,Jamaica,Diving,Male,27,No,Unknown
1965-02-04,1965,2,4,Unprovoked,Usa,Scuba Diving,Male,18,No,Others
1965-05-28,1965,5,28,Unprovoked,Mexico,Swimming,Male,27,Yes,Unknown
1965-01-23,1965,1,23,Unprovoked,South Africa,Others,Male,22,No,White Shark
1965-01-16,1965,1,16,Unprovoked,South Africa,Body Surfing,Male,20,No,Unknown
1965-01-10,1965,1,10,Unprovoked,Australia,Swimming,Male,27,No,Others
1965-01-09,1965,1,9,Unprovoked,Others,Free Diving,Male,30,Yes,Others
1965-01-01,1965,1,1,Unprovoked,Usa,Others,Male,13,No,Unknown
1965-01-01,1965,1,1,Provoked,Usa,Surfing,Male,27,No,Unknown
1965-01-01,1965,1,1,Provoked,Usa,Others,Male,27,No,Nurse Shark
1965-01-01,1965,1,1,Unprovoked,Others,Others,Male,27,No,White Shark
1965-01-01,1965,1,1,Unprovoked,Egypt,Others,Male,27,No,Mako Shark
1965-01-01,1965,1,1,Unprovoked,Vanuatu,Others,Male,27,Yes,Unknown
1965-01-01,1965,1,1,Invalid,South Africa,Others,Unknown,27,Unknown,Questionable Incident
1965-05-01,1965,5,1,Unprovoked,Egypt,Standing,Male,27,No,Unknown
1965-12-28,1965,12,28,Unprovoked,Australia,Others,Male,40,No,Others
1965-05-29,1965,5,29,Unprovoked,Mexico,Swimming,Male,27,Yes,Unknown
1965-09-21,1965,9,21,Provoked,Papua New Guinea,Others,Male,27,No,Small Shark
1965-06-01,1965,6,1,Unprovoked,Others,Treading Water,Male,27,Yes,Others
1965-12-19,1965,12,19,Unprovoked,Others,Free Diving,Male,27,No,Others
1965-12-10,1965,12,10,Boat,Australia,Fishing,Unknown,27,No,Others
1965-11-21,1965,11,21,Provoked,Australia,Others,Male,43,Yes,Others
1965-11-21,1965,11,21,Unprovoked,Pacific Ocean,Others,Male,44,No,Unknown
1965-11-03,1965,11,3,Unprovoked,Australia,Surfing,Male,24,No,Nurse Shark
1965-10-21,1965,10,21,Unprovoked,Unknown,Others,Male,39,No,Unknown
1965-10-16,1965,10,16,Unprovoked,Bahamas,Others,Male,32,No,Others
1965-10-16,1965,10,16,Unprovoked,Bahamas,Others,Female,27,Yes,Others
1965-10-10,1965,10,10,Unprovoked,Others,Others,Male,15,Yes,Others
1965-10-01,1965,10,1,Unprovoked,Papua New Guinea,Wading,Male,27,No,Unknown
1965-09-12,1965,9,12,Provoked,Papua New Guinea,Others,Male,27,No,Others
1965-07-02,1965,7,2,Boat,Bermuda,Others,Unknown,27,No,Unknown
1965-06-01,1965,6,1,Unprovoked,Papua New Guinea,Spearfishing,Male,27,No,Unknown
1965-09-08,1965,9,8,Unprovoked,Mexico,Others,Male,23,No,Others
1965-06-09,1965,6,9,Unprovoked,Mexico,Swimming,Male,38,No,Unknown
1965-06-19,1965,6,19,Invalid,Usa,Wading,Male,6,Unknown,Questionable Incident
1965-06-18,1965,6,18,Invalid,Usa,Others,Male,27,Unknown,Invalid
1965-07-26,1965,7,26,Unprovoked,Mexico,Bathing,Male,25,Yes,Unknown
1965-07-30,1965,7,30,Provoked,Bahamas,Others,Male,27,No,Others
1965-08-26,1965,8,26,Unprovoked,Usa,Swimming,Male,15,No,Unknown
1964-02-10,1964,2,10,Unprovoked,New Zealand,Spearfishing,Male,26,No,White Shark
1964-03-05,1964,3,5,Unprovoked,Usa,Others,Male,38,No,Others
1964-02-11,1964,2,11,Unprovoked,New Zealand,Others,Male,27,No,Unknown
1964-02-14,1964,2,14,Unprovoked,Fiji,Spearfishing,Male,17,Yes,Unknown
1964-02-14,1964,2,14,Unprovoked,New Caledonia,Others,Male,15,Yes,Unknown
1964-02-17,1964,2,17,Provoked,Fiji,Fishing,Unknown,27,No,Tiger Shark
1964-03-01,1964,3,1,Unprovoked,Others,Others,Male,27,No,Others
1964-05-01,1964,5,1,Unprovoked,Panama,Others,Male,13,Yes,Others
1964-03-28,1964,3,28,Sea Disaster,Papua New Guinea,Others,Male,32,Yes,Unknown
1964-03-28,1964,3,28,Unprovoked,Australia,Surfing,Male,19,No,Others
1964-04-07,1964,4,7,Unprovoked,Papua New Guinea,Fishing,Male,27,Yes,Unknown
1964-05-08,1964,5,8,Unprovoked,Fiji,Spearfishing,Male,35,Yes,Tiger Shark
1964-05-30,1964,5,30,Unprovoked,Panama,Standing,Male,47,No,Others
1964-02-05,1964,2,5,Unprovoked,New Zealand,Others,Male,27,No,Others
1964-02-08,1964,2,8,Unprovoked,South Africa,Body Boarding,Male,25,No,White Shark
1964-01-04,1964,1,4,Unprovoked,Fiji,Swimming,Female,20,No,Unknown
1964-02-05,1964,2,5,Unprovoked,New Zealand,Swimming,Male,19,Yes,White Shark
1964-02-01,1964,2,1,Boat,New Zealand,Rowing,Unknown,27,No,Others
1964-02-01,1964,2,1,Unprovoked,Usa,Floating,Male,12,No,Hammer Head Shark
1964-02-01,1964,2,1,Unprovoked,Costa Rica,Swimming,Male,27,Yes,Unknown
1964-01-27,1964,1,27,Unprovoked,Fiji,Spearfishing,Unknown,27,Yes,Unknown
1964-01-23,1964,1,23,Unprovoked,South Africa,Body Surfing,Male,39,No,Unknown
1964-01-22,1964,1,22,Unprovoked,South Africa,Standing,Male,17,No,Unknown
1964-01-21,1964,1,21,Boat,South Africa,Others,Unknown,27,No,White Shark
1964-06-23,1964,6,23,Unprovoked,Fiji,Spearfishing,Male,23,No,Unknown
1964-01-11,1964,1,11,Unprovoked,Usa,Others,Male,21,No,White Shark
1964-01-06,1964,1,6,Unprovoked,Papua New Guinea,Fishing,Male,27,Yes,Tiger Shark
1964-01-01,1964,1,1,Unprovoked,Australia,Others,Unknown,27,Unknown,Unknown
1964-01-01,1964,1,1,Unprovoked,South Africa,Others,Male,27,No,Others
1964-01-01,1964,1,1,Invalid,New Zealand,Snorkeling,Male,27,Unknown,Invalid
1964-01-18,1964,1,18,Unprovoked,Australia,Free Diving,Male,27,No,Wobbegong Shark
1964-06-17,1964,6,17,Boat,Papua New Guinea,Fishing,Male,27,No,Others
1964-11-13,1964,11,13,Provoked,Australia,Others,Male,25,No,White Shark
1964-09-20,1964,9,20,Unprovoked,Others,Swimming,Male,32,Yes,Unknown
1964-10-04,1964,10,4,Unprovoked,Australia,Others,Male,19,No,Nurse Shark
1964-10-25,1964,10,25,Invalid,Usa,Others,Unknown,27,Unknown,Invalid
1964-10-31,1964,10,31,Provoked,South Africa,Surf Fishing,Male,27,No,Unknown
1964-11-05,1964,11,5,Boat,Usa,Others,Unknown,27,No,Mako Shark
1964-11-18,1964,11,18,Unprovoked,Australia,Others,Male,29,Yes,Unknown
1964-08-26,1964,8,26,Unprovoked,Usa,Swimming,Male,14,No,Unknown
1964-11-29,1964,11,29,Unprovoked,Australia,Others,Male,25,No,White Shark
1964-12-06,1964,12,6,Unprovoked,Others,Others,Male,10,Yes,Unknown
1964-12-09,1964,12,9,Unprovoked,Papua New Guinea,Others,Male,28,No,Others
1964-12-10,1964,12,10,Boat,Australia,Fishing,Unknown,27,No,Others
1964-12-25,1964,12,25,Unprovoked,South Africa,Swimming,Male,19,No,Ragged Tooth Shark
1964-06-24,1964,6,24,Boat,Usa,Fishing,Unknown,27,No,Others
1964-09-07,1964,9,7,Unprovoked,Others,Swimming,Male,20,No,Others
1964-12-10,1964,12,10,Unprovoked,Papua New Guinea,Others,Male,27,No,Unknown
1964-08-23,1964,8,23,Unprovoked,Mexico,Others,Male,19,No,Others
1964-07-15,1964,7,15,Invalid,Usa,Others,Unknown,27,Unknown,Invalid
1964-08-22,1964,8,22,Invalid,Usa,Others,Male,18,Unknown,Invalid
1964-07-01,1964,7,1,Boat,Papua New Guinea,Canoeing,Unknown,27,No,Unknown
1964-07-01,1964,7,1,Unprovoked,Papua New Guinea,Others,Male,27,Yes,Unknown
1964-07-08,1964,7,8,Provoked,Usa,Others,Male,27,No,White Shark
1964-07-10,1964,7,10,Invalid,South Africa,Spearfishing,Male,52,Yes,Unknown
1964-06-29,1964,6,29,Sea Disaster,Bermuda,Others,Unknown,27,Yes,Unknown
1964-07-16,1964,7,16,Unprovoked,South Africa,Others,Male,30,No,Others
1964-08-01,1964,8,1,Unprovoked,Panama,Others,Male,21,No,Others
1964-08-03,1964,8,3,Unprovoked,Japan,Swimming,Male,12,No,Unknown
1964-08-08,1964,8,8,Unprovoked,Usa,Others,Male,28,No,Hammer Head Shark
1964-07-27,1964,7,27,Provoked,Usa,Others,Male,22,No,Nurse Shark
1964-08-21,1964,8,21,Unprovoked,Usa,Swimming,Male,27,No,Others
1963-04-17,1963,4,17,Unprovoked,South Africa,Swimming,Male,15,No,Unknown
1963-02-27,1963,2,27,Unprovoked,Papua New Guinea,Swimming,Male,27,No,Unknown
1963-03-30,1963,3,30,Sea Disaster,Solomon Islands,Others,Male,27,Yes,Unknown
1963-04-12,1963,4,12,Unprovoked,Usa,Surfing,Male,15,No,Others
1963-04-13,1963,4,13,Unprovoked,Australia,Others,Male,25,No,Others
1963-04-22,1963,4,22,Provoked,Australia,Fishing,Male,27,No,Nurse Shark
1963-04-20,1963,4,20,Unprovoked,Usa,Swimming,Male,25,Yes,Others
1963-05-14,1963,5,14,Sea Disaster,Philippines,Others,Unknown,27,Yes,Unknown
1963-06-01,1963,6,1,Provoked,Papua New Guinea,Fishing,Male,30,No,Others
1963-06-01,1963,6,1,Unprovoked,Greece,Swimming,Female,42,Yes,White Shark
1963-02-08,1963,2,8,Unprovoked,Fiji,Spearfishing,Male,28,No,White Shark
1963-07-01,1963,7,1,Unprovoked,Panama,Others,Male,27,Yes,Unknown
1963-02-24,1963,2,24,Unprovoked,Australia,Spearfishing,Male,18,No,Bronze Whaler Shark
1963-01-12,1963,1,12,Provoked,South Africa,Fishing,Male,27,No,Others
1963-02-06,1963,2,6,Unprovoked,Others,Others,Male,24,No,Unknown
1963-01-30,1963,1,30,Unprovoked,Fiji,Free Diving,Male,41,No,Unknown
1963-01-28,1963,1,28,Unprovoked,Australia,Wading,Female,32,Yes,Bull Shark
1963-01-22,1963,1,22,Boat,South Africa,Fishing,Unknown,27,No,Others
1963-01-14,1963,1,14,Provoked,New Zealand,Fishing,Unknown,14,No,Nurse Shark
1963-01-11,1963,1,11,Unprovoked,South Africa,Others,Male,27,No,Others
1963-01-06,1963,1,6,Unprovoked,South Africa,Spearfishing,Male,24,No,Others
1963-01-04,1963,1,4,Provoked,Australia,Shark Fishing,Unknown,27,No,White Shark
1963-01-01,1963,1,1,Boat,Mozambique,Others,Unknown,27,No,Others
1963-01-01,1963,1,1,Unprovoked,Fiji,Others,Unknown,27,Unknown,Unknown
1963-01-01,1963,1,1,Unprovoked,Others,Others,Male,27,Yes,Unknown
1963-07-11,1963,7,11,Provoked,Usa,Others,Male,24,No,Others
1963-07-10,1963,7,10,Sea Disaster,Jamaica,Others,Unknown,27,Yes,Unknown
1963-07-15,1963,7,15,Unprovoked,Usa,Bathing,Male,14,No,Unknown
1963-11-25,1963,11,25,Unprovoked,Fiji,Others,Male,25,No,Unknown
1963-12-29,1963,12,29,Unprovoked,South Africa,Standing,Female,20,No,Others
1963-07-28,1963,7,28,Unprovoked,Others,Spearfishing,Male,26,No,Tiger Shark
1963-12-26,1963,12,26,Unprovoked,South Africa,Swimming,Male,24,No,Others
1963-12-26,1963,12,26,Unprovoked,Australia,Others,Male,27,No,Others
1963-12-25,1963,12,25,Unprovoked,South Africa,Swimming,Male,18,Yes,Unknown
1963-12-22,1963,12,22,Invalid,Atlantic Ocean,Others,Female,27,Unknown,Invalid
1963-12-21,1963,12,21,Provoked,Australia,Fishing,Male,27,No,Wobbegong Shark
1963-12-20,1963,12,20,Unprovoked,South Africa,Spearfishing,Male,27,No,White Shark
1963-12-20,1963,12,20,Unprovoked,South Africa,Others,Male,15,Yes,Others
1963-12-08,1963,12,8,Unprovoked,Australia,Spearfishing,Male,23,No,White Shark
1963-12-04,1963,12,4,Unprovoked,Others,Spearfishing,Male,22,Yes,Tiger Shark
1963-11-30,1963,11,30,Unprovoked,New Zealand,Others,Male,20,No,Others
1963-11-30,1963,11,30,Provoked,Papua New Guinea,Others,Female,18,No,Tiger Shark
1963-11-28,1963,11,28,Unprovoked,Fiji,Fishing,Female,21,No,Tiger Shark
1963-12-22,1963,12,22,Provoked,South Africa,Others,Male,13,No,Others
1963-11-16,1963,11,16,Unprovoked,Italy,Spearfishing,Male,28,No,Unknown
1963-09-29,1963,9,29,Unprovoked,Others,Others,Male,27,Yes,White Shark
1963-09-10,1963,9,10,Provoked,Usa,Others,Male,16,No,Nurse Shark
1963-11-14,1963,11,14,Provoked,Australia,Others,Male,27,No,White Shark
1963-08-01,1963,8,1,Unprovoked,Others,Others,Male,27,Yes,Others
1963-09-22,1963,9,22,Unprovoked,Solomon Islands,Others,Male,30,Yes,Others
1963-09-26,1963,9,26,Invalid,Usa,Others,Unknown,25,Unknown,Invalid
1963-09-13,1963,9,13,Provoked,Australia,Surfing,Male,18,No,Others
1963-10-15,1963,10,15,Provoked,Others,Fishing For Sharks,Male,20,No,Unknown
1963-10-16,1963,10,16,Unprovoked,Usa,Others,Male,28,No,Others
1963-11-04,1963,11,4,Unprovoked,Others,Fishing,Male,35,No,Others
1963-11-05,1963,11,5,Unprovoked,Papua New Guinea,Wading,Male,27,No,Others
1963-11-12,1963,11,12,Provoked,Usa,Others,Male,27,No,Others
1962-02-01,1962,2,1,Unprovoked,Solomon Islands,Others,Male,27,Yes,Unknown
